C1,C2,Ld,Lg,Ls,WN1,WN2,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,7e-06,9690000000.0,0.00624,-18.65,3.53,5.951
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,7.5e-06,9610000000.0,0.00625,-18.98,3.545,6.034
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,8.5e-06,9370000000.0,0.00626,-19.56,3.587,6.215
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,9e-06,9070000000.0,0.00627,-19.82,3.613,6.396
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,8e-06,9780000000.0,0.00571,-10.59,3.822,4.936
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,7e-06,9870000000.0,0.00569,-10.82,3.743,4.892
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,7.5e-06,9800000000.0,0.0057,-10.7,3.781,4.933
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,8.5e-06,9820000000.0,0.00571,-10.49,3.866,4.9
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,9e-06,9850000000.0,0.00572,-10.4,3.912,4.829
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3e-06,8e-06,10200000000.0,0.00515,-5.354,4.37,3.975
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3e-06,7e-06,10400000000.0,0.00515,-5.47,4.246,4.009
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3e-06,7.5e-06,10300000000.0,0.00515,-5.41,4.307,4.009
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3e-06,8.5e-06,10200000000.0,0.00516,-5.302,4.435,3.905
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3e-06,9e-06,10200000000.0,0.00516,-5.255,4.501,3.801
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,8e-06,9750000000.0,0.00543,-7.914,3.966,4.663
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,7e-06,9880000000.0,0.00542,-8.098,3.868,4.654
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,7.5e-06,9790000000.0,0.00543,-8.002,3.916,4.677
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,8.5e-06,9760000000.0,0.00544,-7.834,4.019,4.613
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,9e-06,9820000000.0,0.00544,-7.761,4.074,4.523
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,8e-06,10100000000.0,0.00598,-12.6,3.833,4.982
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,7e-06,10100000000.0,0.00597,-12.76,3.769,4.908
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,7.5e-06,10100000000.0,0.00597,-12.68,3.799,4.965
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,8.5e-06,10100000000.0,0.00599,-12.53,3.87,4.96
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,9e-06,10100000000.0,0.00599,-12.45,3.909,4.9
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,8e-06,10400000000.0,0.00625,-13.24,3.933,4.914
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,7e-06,10600000000.0,0.00624,-13.24,3.883,4.815
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,7.5e-06,10500000000.0,0.00625,-13.25,3.905,4.888
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,8.5e-06,10200000000.0,0.00626,-13.24,3.964,4.986
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,9e-06,9850000000.0,0.00627,-13.23,3.998,5.163
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,8e-06,10500000000.0,0.00571,-8.327,4.244,3.77
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,7e-06,10600000000.0,0.00569,-8.47,4.144,3.737
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,7.5e-06,10500000000.0,0.0057,-8.396,4.193,3.773
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,8.5e-06,10600000000.0,0.00571,-8.264,4.298,3.73
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,9e-06,10700000000.0,0.00572,-8.205,4.354,3.654
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3e-06,8e-06,10600000000.0,0.00515,-5.223,4.711,2.945
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3e-06,7e-06,10900000000.0,0.00515,-5.325,4.565,2.983
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3e-06,7.5e-06,10700000000.0,0.00515,-5.272,4.638,2.981
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3e-06,8.5e-06,10600000000.0,0.00516,-5.178,4.787,2.874
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3e-06,9e-06,10600000000.0,0.00516,-5.137,4.864,2.769
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3.5e-06,8e-06,10400000000.0,0.00543,-6.907,4.363,3.513
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3.5e-06,7e-06,10600000000.0,0.00542,-7.042,4.243,3.511
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3.5e-06,7.5e-06,10500000000.0,0.00543,-6.972,4.302,3.531
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3.5e-06,8.5e-06,10400000000.0,0.00544,-6.848,4.426,3.459
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,3.5e-06,9e-06,10500000000.0,0.00544,-6.793,4.493,3.366
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,8e-06,10800000000.0,0.00598,-9.334,4.256,3.864
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,7e-06,10900000000.0,0.00597,-9.452,4.175,3.804
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,7.5e-06,10800000000.0,0.00597,-9.392,4.214,3.854
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,8.5e-06,10900000000.0,0.00599,-9.28,4.302,3.836
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,9e-06,10900000000.0,0.00599,-9.229,4.351,3.771
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,8e-06,11100000000.0,0.00625,-9.943,4.343,3.874
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,7e-06,11200000000.0,0.00624,-10.01,4.277,3.79
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,7.5e-06,11200000000.0,0.00625,-9.979,4.306,3.855
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,8.5e-06,11100000000.0,0.00626,-9.909,4.382,3.856
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,9e-06,10700000000.0,0.00627,-9.875,4.424,4.004
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4e-06,8e-06,11200000000.0,0.00571,-6.76,4.708,2.713
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4e-06,7e-06,11400000000.0,0.00569,-6.867,4.589,2.69
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4e-06,7.5e-06,11300000000.0,0.0057,-6.811,4.647,2.721
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4e-06,8.5e-06,11200000000.0,0.00571,-6.712,4.772,2.669
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4e-06,9e-06,11300000000.0,0.00572,-6.667,4.838,2.589
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3e-06,8e-06,11100000000.0,0.00515,-4.809,5.116,1.955
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3e-06,7e-06,11400000000.0,0.00515,-4.895,4.948,1.997
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3e-06,7.5e-06,11200000000.0,0.00515,-4.85,5.032,1.993
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3e-06,8.5e-06,11100000000.0,0.00516,-4.771,5.203,1.882
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3e-06,9e-06,11100000000.0,0.00516,-4.736,5.291,1.776
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3.5e-06,8e-06,11000000000.0,0.00543,-5.899,4.812,2.452
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3.5e-06,7e-06,11300000000.0,0.00542,-6.002,4.671,2.457
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3.5e-06,7.5e-06,11100000000.0,0.00543,-5.948,4.741,2.473
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3.5e-06,8.5e-06,11000000000.0,0.00544,-5.853,4.886,2.395
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,3.5e-06,9e-06,11100000000.0,0.00544,-5.811,4.964,2.3
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4.5e-06,8e-06,11500000000.0,0.00598,-7.416,4.715,2.853
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4.5e-06,7e-06,11600000000.0,0.00597,-7.514,4.616,2.804
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4.5e-06,7.5e-06,11500000000.0,0.00597,-7.464,4.663,2.848
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4.5e-06,8.5e-06,11400000000.0,0.00599,-7.371,4.77,2.82
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,4.5e-06,9e-06,11500000000.0,0.00599,-7.329,4.828,2.75
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,5e-06,8e-06,11700000000.0,0.00625,-7.929,4.782,2.928
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,5e-06,7e-06,11800000000.0,0.00624,-8.009,4.701,2.856
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,5e-06,7.5e-06,11700000000.0,0.00625,-7.969,4.738,2.916
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,5e-06,8.5e-06,11600000000.0,0.00626,-7.891,4.829,2.905
1.5e-13,5e-14,2.2e-10,2.2e-10,2.5e-10,5e-06,9e-06,11500000000.0,0.00627,-7.855,4.879,2.932
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,8e-06,16900000000.0,0.00571,-0.92,7.13,1.275
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,7e-06,18900000000.0,0.00569,-0.932,7.035,1.256
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,7.5e-06,17800000000.0,0.0057,-0.925,7.081,1.284
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,8.5e-06,16200000000.0,0.00571,-0.915,7.181,1.228
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,9e-06,15700000000.0,0.00572,-0.91,7.234,1.146
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,3.5e-06,8e-06,16900000000.0,0.00543,-0.811,7.591,0.393
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,3.5e-06,7e-06,19100000000.0,0.00542,-0.82,7.475,0.396
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,3.5e-06,7.5e-06,17900000000.0,0.00543,-0.816,7.532,0.413
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,3.5e-06,8.5e-06,16100000000.0,0.00544,-0.807,7.652,0.338
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,3.5e-06,9e-06,15500000000.0,0.00544,-0.804,7.716,0.243
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4.5e-06,8e-06,16700000000.0,0.00598,-1.041,6.779,1.986
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4.5e-06,7e-06,18400000000.0,0.00597,-1.055,6.701,1.949
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4.5e-06,7.5e-06,17500000000.0,0.00597,-1.047,6.738,1.987
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4.5e-06,8.5e-06,16100000000.0,0.00599,-1.034,6.822,1.948
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4.5e-06,9e-06,15600000000.0,0.00599,-1.029,6.867,1.875
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,5e-06,8e-06,16400000000.0,0.00625,-1.171,6.508,2.567
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,5e-06,7e-06,17900000000.0,0.00624,-1.189,6.444,2.512
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,5e-06,7.5e-06,17100000000.0,0.00625,-1.179,6.473,2.562
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,5e-06,8.5e-06,15800000000.0,0.00626,-1.164,6.544,2.537
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,5e-06,9e-06,15400000000.0,0.00627,-1.157,6.583,2.47
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4e-06,8e-06,15200000000.0,0.00571,-1.379,6.952,1.129
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4e-06,7e-06,16500000000.0,0.00569,-1.393,6.846,1.116
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4e-06,7.5e-06,15800000000.0,0.0057,-1.385,6.898,1.141
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4e-06,8.5e-06,14700000000.0,0.00571,-1.372,7.008,1.08
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4e-06,9e-06,14400000000.0,0.00572,-1.366,7.066,0.996
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,3.5e-06,8e-06,15400000000.0,0.00543,-1.188,7.419,0.314
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,3.5e-06,7e-06,16900000000.0,0.00542,-1.199,7.294,0.32
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,3.5e-06,7.5e-06,16100000000.0,0.00543,-1.193,7.356,0.336
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,3.5e-06,8.5e-06,14800000000.0,0.00544,-1.183,7.485,0.256
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,3.5e-06,9e-06,14500000000.0,0.00544,-1.179,7.553,0.16
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4.5e-06,8e-06,14900000000.0,0.00598,-1.578,6.595,1.771
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4.5e-06,7e-06,16100000000.0,0.00597,-1.596,6.505,1.74
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4.5e-06,7.5e-06,15400000000.0,0.00597,-1.587,6.548,1.775
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4.5e-06,8.5e-06,14500000000.0,0.00599,-1.571,6.643,1.73
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,4.5e-06,9e-06,14200000000.0,0.00599,-1.563,6.694,1.653
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,8e-06,14600000000.0,0.00625,-1.783,6.319,2.28
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,7e-06,15700000000.0,0.00624,-1.805,6.243,2.235
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,7.5e-06,15100000000.0,0.00625,-1.793,6.278,2.28
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,8.5e-06,14200000000.0,0.00626,-1.774,6.362,2.246
1.5e-13,5e-14,2.2e-10,2.2e-10,1e-10,5e-06,9e-06,14000000000.0,0.00627,-1.765,6.406,2.176
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,8e-06,14000000000.0,0.00571,-1.746,6.897,0.733
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,7e-06,15000000000.0,0.00569,-1.765,6.775,0.728
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,7.5e-06,14400000000.0,0.0057,-1.755,6.835,0.749
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,8.5e-06,13700000000.0,0.00571,-1.738,6.961,0.68
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4e-06,9e-06,13500000000.0,0.00572,-1.731,7.027,0.593
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,8e-06,14200000000.0,0.00543,-1.513,7.352,0.0227
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,7e-06,15400000000.0,0.00542,-1.527,7.213,0.0356
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,3.5e-06,7.5e-06,14700000000.0,0.00543,-1.52,7.282,0.0474
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,8e-06,13700000000.0,0.00598,-1.975,6.553,1.271
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,7e-06,14700000000.0,0.00597,-1.999,6.446,1.251
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,7.5e-06,14200000000.0,0.00597,-1.986,6.498,1.28
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,8.5e-06,13500000000.0,0.00599,-1.965,6.61,1.225
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,4.5e-06,9e-06,13300000000.0,0.00599,-1.955,6.67,1.145
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,8e-06,13500000000.0,0.00625,-2.193,6.291,1.68
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,7e-06,14400000000.0,0.00624,-2.222,6.196,1.646
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,7.5e-06,13900000000.0,0.00625,-2.206,6.241,1.685
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,8.5e-06,13300000000.0,0.00626,-2.18,6.343,1.64
1.5e-13,5e-14,2.2e-10,2.2e-10,1.5e-10,5e-06,9e-06,13200000000.0,0.00627,-2.169,6.397,1.565
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,8e-06,13300000000.0,0.00571,-1.965,6.973,0.142
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,7e-06,14100000000.0,0.00569,-1.988,6.831,0.146
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,7.5e-06,13600000000.0,0.0057,-1.976,6.901,0.163
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4e-06,8.5e-06,13100000000.0,0.00571,-1.955,7.048,0.0858
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,8e-06,13200000000.0,0.00598,-2.167,6.661,0.566
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,7e-06,13900000000.0,0.00597,-2.196,6.532,0.556
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,7.5e-06,13500000000.0,0.00597,-2.181,6.595,0.58
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,8.5e-06,13000000000.0,0.00599,-2.154,6.73,0.516
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,4.5e-06,9e-06,13000000000.0,0.00599,-2.143,6.801,0.431
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,8e-06,13100000000.0,0.00625,-2.341,6.433,0.869
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,7e-06,13700000000.0,0.00624,-2.377,6.314,0.848
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,7.5e-06,13300000000.0,0.00625,-2.358,6.371,0.88
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,8.5e-06,13000000000.0,0.00626,-2.326,6.496,0.824
1.5e-13,5e-14,2.2e-10,2.2e-10,2e-10,5e-06,9e-06,12900000000.0,0.00627,-2.312,6.562,0.745
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,8e-06,13300000000.0,0.00571,-2.192,4.781,4.872
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,7e-06,12800000000.0,0.00569,-2.241,4.706,5.243
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,7.5e-06,13100000000.0,0.0057,-2.216,4.742,5.035
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,8.5e-06,13200000000.0,0.00571,-2.171,4.821,4.824
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,4e-06,9e-06,13200000000.0,0.00572,-2.151,4.863,4.74
1.5e-13,5e-14,2.2e-10,2.2e-10,5e-11,3e-06,8e-06,16200000000.0,0.00515,-1.214,6.044,2.572
